"DealerName","DealerGuid","DealerId","Website","Domain","AntalBiler"
"Bayern AutoGroup Esbjerg A/S","1eefb0db-e148-e111-b17c-d8d385a4b8b6","10639","https://www.bag.dk/brugte-biler?from=0&take=24&make.keyword=BMW","bag.dk","6"
"Linderoth A/S","cf103442-fdca-df11-9e98-0025b3e6b7d8","6444","https://linderoth-as.dk/","linderoth-as.dk","6"
"Volkswagen Gladsaxe - en del af Semler Mobility","f5f14830-fdca-df11-9e98-0025b3e6b7d8","7674","https://www.semlermobility.dk/find-bil/?brands=volkswagen&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=vw-glasaxe","semlermobility.dk","6"
"Volkswagen Helsingør – en del af Semler Mobility","f3f14830-fdca-df11-9e98-0025b3e6b7d8","1215","https://www.semlermobility.dk/find-bil/?utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=kronborg-auto a%2Fs","semlermobility.dk","6"
"Jensen & Nørgård","9fb1502a-fdca-df11-9e98-0025b3e6b7d8","2205","https://www.jensenognoergaard.dk/","jensenognoergaard.dk","6"
"Humlegaard Automobiler A/S","b2f04830-fdca-df11-9e98-0025b3e6b7d8","4576","https://www.humleauto.dk/","humleauto.dk","6"
"Formula Automobile - Lyngby","c3b10f60-fdca-df11-9e98-0025b3e6b7d8","7939","https://www.formulaauto.dk/","formulaauto.dk","6"
"Via Biler A/S - Valby","1bf14830-fdca-df11-9e98-0025b3e6b7d8","1315","https://www.viabiler.dk/","viabiler.dk","6"
"varebiler.com","11f14830-fdca-df11-9e98-0025b3e6b7d8","6417","http://www.varebiler.com/","varebiler.com","6"
"Volkswagen Amager - en del af Semler Mobility","77f3264e-fdca-df11-9e98-0025b3e6b7d8","1046","https://www.semlermobility.dk/find-bil/?brands=volkswagen&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=vw-amager","semlermobility.dk","6"
"Bjarne Nielsen A/S","4589f767-767a-e211-8759-0050568635ef","2825","https://www.bn.dk/","bn.dk","6"
"Ove B. Dirksen A/S","2e314136-fdca-df11-9e98-0025b3e6b7d8","2553","https://www.dirksen.dk/","dirksen.dk","6"
"MATCHBILER A/S","62314136-fdca-df11-9e98-0025b3e6b7d8","3476","https://www.matchbiler.dk/","matchbiler.dk","5"
"Finn Allan Eriksen Automobiler A/S","bc79b985-f9d8-df11-a986-0025b3e6b7d8","2432","https://www.eriksen-motors.dk/","eriksen-motors.dk","5"
"Autobahn Biler ApS","7bfc6a60-0d3e-4b3d-a691-e50fbbe3f171","20865","https://autobahnbiler.dk/","autobahnbiler.dk","5"
"Autohuset Vestergaard A/S","5264fb49-f9d8-df11-a986-0025b3e6b7d8","519","https://www.autohuset-vestergaard.dk/","autohuset-vestergaard.dk","5"
"Rævhede Auto A/S","ba6469bb-ffca-df11-9e98-0025b3e6b7d8","2967","https://www.raevhede.dk/","raevhede.dk","5"
"TH-Biler ApS","9b0b04dd-6b7a-4629-93f4-5a654ec0a93a","20800","https://th-biler.dk/","th-biler.dk","5"
"Andersen Biler A/S - Hillerød","adf14830-fdca-df11-9e98-0025b3e6b7d8","1228","https://andersenbiler.dk/","andersenbiler.dk","5"
"Hornsyld Bilcenter Aps","b7f14830-fdca-df11-9e98-0025b3e6b7d8","4242","https://www.hornsyldbilcenter.dk/","hornsyldbilcenter.dk","5"
"Avibiler ApS","828d7f06-8495-4a47-9655-91cbc2822c98","20201","https://www.AviBiler.dk","avibiler.dk","5"
"Brdr. Møll A/S","c3b2502a-fdca-df11-9e98-0025b3e6b7d8","3155","https://www.moell.dk/","moell.dk","5"
"MIDTJYSK BILSALG A/S","61de5a19-feca-df11-9e98-0025b3e6b7d8","8064","http://www.midtjyskbilsalg.dk/","midtjyskbilsalg.dk","5"
"MP Biler Slagelse ApS","83317f20-9349-ea11-b2f4-0050568635ef","12974","https://www.mpbiler.dk/","mpbiler.dk","5"
"SP Leasing","8cd3cfbd-a0fb-e311-b028-0050568635ef","11138","https://www.sp-leasing.dk/","sp-leasing.dk","5"
"Bilhuset Midtsjælland ApS","d376174f-feca-df11-9e98-0025b3e6b7d8","1296","http://www.bilhuset-midt.dk/","bilhuset-midt.dk","5"
"Autohandel Karup ApS","75d097ba-feca-df11-9e98-0025b3e6b7d8","8286","https://autohandel-karup.dk/","autohandel-karup.dk","5"
"Audi Gladsaxe - en del af Semler Mobility","9bf3264e-fdca-df11-9e98-0025b3e6b7d8","8725","https://www.semlermobility.dk/find-bil/?brands=audi&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=audi-gladsaxe","semlermobility.dk","5"
"Ejner Hessel Aarhus","2870ba96-feca-df11-9e98-0025b3e6b7d8","8913","https://www.hessel.dk/","hessel.dk","5"
"Toyota Køge","bb3b7fd2-f8d8-df11-a986-0025b3e6b7d8","1617","https://www.toyota-koege.dk/","toyota-koege.dk","5"
"Bilhuset Silkeborg","8bc573c1-37d9-e511-8bbb-0050568635ef","11631","http://www.bilhusetsilkeborg.dk/","bilhusetsilkeborg.dk","5"
"Autocentrum Aars ApS","dbd13b3c-fdca-df11-9e98-0025b3e6b7d8","5107","https://www.autocentrum-aars.dk/","autocentrum-aars.dk","5"
"Aunsbjerg Horsens A/S","112471b5-ffca-df11-9e98-0025b3e6b7d8","2304","https://www.aunsbjerg.com/brugte-biler/","aunsbjerg.com","5"
"Andersen Biler A/S - Amager","46f24830-fdca-df11-9e98-0025b3e6b7d8","4569","https://www.andersenbiler.dk/","andersenbiler.dk","5"
"Titan Auto","62103442-fdca-df11-9e98-0025b3e6b7d8","5668","https://www.titanauto.dk/","titanauto.dk","5"
"Multi Bilservice","49fbb847-0be5-42b4-b0a0-ad328c4fd1c4","20723",,"","5"
"Bilhuset Svendborg Aps","b892a413-3f61-e211-8758-0050568635ef","10707",,"","5"
"Byskov Biler ApS","b0b1fb7f-e966-e211-8759-0050568635ef","2758","https://www.byskov-biler.dk/","byskov-biler.dk","5"
"Rødkjær Biler ApS","d8d13b3c-fdca-df11-9e98-0025b3e6b7d8","5636","http://www.rkbi.dk/","rkbi.dk","5"
"Bakkens Auto 2016 ApS","82d13b3c-fdca-df11-9e98-0025b3e6b7d8","5392","http://www.bakkensauto.dk/","bakkensauto.dk","5"
"Autogaarden Ikast A/S","e672b2b1-fbd8-df11-a986-0025b3e6b7d8","2727","http://www.auto-ikast.dk/","auto-ikast.dk","5"
"Bjarne Nielsen A/S","73bc594b-6bf3-e111-bd3f-d8d385a4b8b6","1325","https://www.bn.dk/","bn.dk","5"
"TS Handel ApS","4df6c125-562a-e011-b84c-d8d385a4b8b6","9637","https://www.tshandel.dk/","tshandel.dk","5"
"WeLease ApS","7b12802d-0ec7-4ba1-9d31-5e491c28786c","20018","https://welease.dk/","welease.dk","5"
"Køge Nord Engros Biler ApS","ab50032a-e966-eb11-9499-0050568635ef","13341","https://www.kne-biler.dk/","kne-biler.dk","5"
"DK Cars Aps","bac29702-cc53-e611-91a9-0050568635ef","11778","https://www.dkcars.dk/","dkcars.dk","5"
"C.C Biler A/S","4ed13b3c-fdca-df11-9e98-0025b3e6b7d8","4127","https://www.ccbiler.dk/","ccbiler.dk","5"
"Gråmose Auto","6ddfc9a4-4d07-e811-92c0-0050568635ef","12505","https://www.graamoseauto.dk/","graamoseauto.dk","5"
"Andersen Biler A/S - Energivej 4","7328efa6-fcd8-df11-a986-0025b3e6b7d8","8948","https://andersenbiler.dk/","andersenbiler.dk","5"
"Autocentralen Viborg","e22671b5-ffca-df11-9e98-0025b3e6b7d8","2590","https://www.soelvsten.dk/","soelvsten.dk","5"
"Winther Biler","c2300106-b6cb-e411-ba37-0050568635ef","11338","https://www.winther-biler.dk/","winther-biler.dk","5"
"Smart Autohus ApS","c2486c7f-2bb9-4e4f-8b1c-0e22c0a6bbb9","20578","https://www.Smart-autohus.dk","smart-autohus.dk","5"
"Bjarne Nielsen A/S - Ringkøbing","9a93ff71-fdca-df11-9e98-0025b3e6b7d8","4803","https://www.bn.dk/","bn.dk","5"
"Bilhuset Køge A/S","3f13cba1-fdca-df11-9e98-0025b3e6b7d8","1630","https://www.bilhuset-koge.dk/","bilhuset-koge.dk","5"
"C.A. Larsen Automobiler A/S Viby J","9693ff71-fdca-df11-9e98-0025b3e6b7d8","2480","https://www.cal.dk","cal.dk","5"
"P. Christensen A/S, Stellantis Kolding","c4e2e397-60af-e311-b885-0050568635ef","11067","https://pchristensenbrugtebiler.dk/","pchristensenbrugtebiler.dk","5"
"Linding Biler A/S","9cb1502a-fdca-df11-9e98-0025b3e6b7d8","2196","https://www.lindingbiler.dk/","lindingbiler.dk","5"
"Autohuset Vestergaard A/S","14ee9ec5-fdca-df11-9e98-0025b3e6b7d8","1818","https://www.autohuset-vestergaard.dk","autohuset-vestergaard.dk","5"
"Nielsen Biler","4090ff71-fdca-df11-9e98-0025b3e6b7d8","6659","https://www.nielsenbiler.dk/","nielsenbiler.dk","5"
"Toppevad Biler ApS","198ae4a0-3b17-e011-90d0-0025b3e6b7d8","9685","http://www.toppevadbiler.dk/","toppevadbiler.dk","5"
"SBN Biler Aps","c34d366c-16a5-e811-bc8d-0050568635ef","12468","https://www.sbnbiler.dk/","sbnbiler.dk","5"
"N O Jensen Aalborg A/S","bc91ff71-fdca-df11-9e98-0025b3e6b7d8","2912","http://www.no-jensen.dk/","no-jensen.dk","5"
"Nottelmanns Autohandel ApS","82b1502a-fdca-df11-9e98-0025b3e6b7d8","2040","https://www.nottelmann.dk","nottelmann.dk","5"
"Volkswagen Silkeborg - en del af Semler Mobility","e463b589-ce03-eb11-bcc8-0050568635ef","13212","https://www.semlermobility.dk/find-bil/?brands=volkswagen&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=vw-silkeborg","semlermobility.dk","5"
"Høyer Automobiler - Odense","a893ff71-fdca-df11-9e98-0025b3e6b7d8","4946","https://www.facebook.com/hoyerautomobiler","facebook.com","5"
"MH Automobiler ApS","7352076c-fdca-df11-9e98-0025b3e6b7d8","6168","https://www.mhautomobiler.dk/","mhautomobiler.dk","4"
"CarPal ApS","b96ced54-91a4-e911-9877-0050568635ef","12784","https://www.carpal.dk/","carpal.dk","4"
"Via Biler A/S - Silkeborg Kejlstruphøj","d1006279-b26c-e911-9852-0050568635ef","12711","https://www.viabiler.dk/brugte-biler/","viabiler.dk","4"
"MAX DUE A/S - Næstved","4ad2ea55-ffca-df11-9e98-0025b3e6b7d8","1657","https://www.maxdue.dk/","maxdue.dk","4"
"Lars Hein Automobiler A/S","4f150f66-fdca-df11-9e98-0025b3e6b7d8","6283","https://www.lars-hein.dk/","lars-hein.dk","4"
"Claus Frederiksen Automobiler A/S","d9cfea55-ffca-df11-9e98-0025b3e6b7d8","8991","https://www.cf-automobiler.dk/","cf-automobiler.dk","4"
"Dahl Pedersen A/S","9d6369bb-ffca-df11-9e98-0025b3e6b7d8","2805","https://www.dahlpedersen.dk","dahlpedersen.dk","4"
"Nellemann A/S","f8d2d29b-fdca-df11-9e98-0025b3e6b7d8","1132","https://nellemann.dk/biler/","nellemann.dk","4"
"Nordahls biler","f9d2093e-ffca-df11-9e98-0025b3e6b7d8","7379","https://www.nordahlsbiler.dk/","nordahlsbiler.dk","4"
"Pedersen & Nielsen A/S Randers","172671b5-ffca-df11-9e98-0025b3e6b7d8","2515","https://www.autohus.dk/","autohus.dk","4"
"Km Bilsalg","89e809a6-8633-e011-b84c-d8d385a4b8b6","9664","https://www.kmbilsalg.dk/","kmbilsalg.dk","4"
"Bilscenen A/S Esbjerg","154e0d40-5f28-e911-9b5b-0050568635ef","12606","https://www.bilscenen.dk","bilscenen.dk","4"
"Leif Thygesen Biler Roskilde","3b304136-fdca-df11-9e98-0025b3e6b7d8","1445","https://www.lt-biler.dk/","lt-biler.dk","4"
"MAX DUE A/S – Ringsted","9853b654-2218-eb11-bcc8-0050568635ef","13241","https://www.maxdue.dk/","maxdue.dk","4"
"Workshop Aps","8e268b5f-83eb-424d-93ba-b8b22ad47f17","20054","http://www.workshop-bilsalg.dk/","workshop-bilsalg.dk","4"
"Andersen Biler A/S - Roskilde","2c304136-fdca-df11-9e98-0025b3e6b7d8","1284","https://andersenbiler.dk/","andersenbiler.dk","4"
"Midtjysk Bilcenter ApS","8e93bc2b-562a-e011-b84c-d8d385a4b8b6","8457","https://www.midtjyskbilcenter.dk","midtjyskbilcenter.dk","4"
"Pedersen & Nielsen A/S - Aabenraa","1be778af-ffca-df11-9e98-0025b3e6b7d8","2058","https://www.autohus.dk","autohus.dk","4"
"Per Christensen Automobiler","dbe678af-ffca-df11-9e98-0025b3e6b7d8","3504","https://www.pc-auto.dk/","pc-auto.dk","4"
"Autocentralen Esbjerg","84e778af-ffca-df11-9e98-0025b3e6b7d8","2152","https://www.autocentralen.com/","autocentralen.com","4"
"Bilgruppen.dk","2f10b587-7e7a-e211-8759-0050568635ef","10733","https://www.bilgruppen.dk/","bilgruppen.dk","4"
"OJA-BILER","0be778af-ffca-df11-9e98-0025b3e6b7d8","3665","https://www.ojabiler.dk/","ojabiler.dk","4"
"Boss Biler ApS","e987b46b-fc11-eb11-bcc8-0050568635ef","13231",,"","4"
"Karvil Biler A/S","8b502c48-fdca-df11-9e98-0025b3e6b7d8","1986","http://www.karvil-biler.dk/","karvil-biler.dk","4"
"NBC Biler ApS","2352076c-fdca-df11-9e98-0025b3e6b7d8","6420","https://www.nbcbiler.dk/","nbcbiler.dk","4"
"Auto-House Køge A/S","64f14830-fdca-df11-9e98-0025b3e6b7d8","3998","https://www.auto-house.dk/","auto-house.dk","4"
"Lykkebiler ApS","f8e52696-6cb7-e911-803c-0050568635ef","12797","https://www.lykkebiler.dk/","lykkebiler.dk","4"
"Autohuset Frederikssund A/S","7b13edd0-273d-4f9a-a045-d98580369717","20774","https://www.autohuset-frederikssund.dk/","autohuset-frederikssund.dk","4"
"K2 Biler ApS.","01f6c125-562a-e011-b84c-d8d385a4b8b6","9134","https://www.k2biler.dk","k2biler.dk","4"
"Kvist Biler ApS","77caac85-ffca-df11-9e98-0025b3e6b7d8","11340","https://www.kvistbiler.dk/","kvistbiler.dk","4"
"JH Auto","6385ccfd-d094-e411-82a4-0050568635ef","11388","https://www.jh-auto.dk/","jh-auto.dk","4"
"CARCLUB A/S","42320f38-ffca-df11-9e98-0025b3e6b7d8","9096","https://carclub.dk/biler/","carclub.dk","4"
"Ejvind Nielsen Automobiler A/S","d7b1502a-fdca-df11-9e98-0025b3e6b7d8","3070","https://www.ejvindnielsen.dk/","ejvindnielsen.dk","4"
"K. Andersen Automobiler","885b6d07-feca-df11-9e98-0025b3e6b7d8","6501","https://www.ka-auto.dk/","ka-auto.dk","4"
"Via Biler A/S - Middelfart","7269ac38-5a6b-4e2c-be0e-a00e51819b45","20341","https://www.viabiler.dk/brugt-bil-hos-via-biler/","viabiler.dk","4"
"Autohuset Vestergaard A/S","cd6569bb-ffca-df11-9e98-0025b3e6b7d8","1969","https://www.autohuset-vestergaard.dk/","autohuset-vestergaard.dk","4"
"Fredericia Auto-Service","ec2471b5-ffca-df11-9e98-0025b3e6b7d8","4789","https://www.fredericia-autoservice.dk/","fredericia-autoservice.dk","4"
"Andersen & Martini A/S - Søborg","52f864d3-f9d8-df11-a986-0025b3e6b7d8","1177","https://www.am.dk/","am.dk","4"
"Lai & Kristensen Biler","9fb9b2fe-3787-4c7f-be48-ec01a6656694","20199","https://lai-kristensen.dk","lai-kristensen.dk","4"
"Jan Nygaard A/S","a41c531f-feca-df11-9e98-0025b3e6b7d8","1434","http://www.jan-nygaard.dk","jan-nygaard.dk","4"
"Brudlykkes Biler Næstved","a093ff71-fdca-df11-9e98-0025b3e6b7d8","6214","https://www.brudlykkesbiler.dk/","brudlykkesbiler.dk","4"
"Škoda Gladsaxe - en del af Semler Mobility","27f430ff-5cc0-e111-a5b6-d8d385a4b8b6","10511","https://www.semlermobility.dk/find-bil/?brands=skoda&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=skoda-gladsaxe","semlermobility.dk","4"
"MAN Truck & Bus A/S -  Hillerød","966e964b-af5e-ea11-b2f4-0050568635ef","13007","https://www.van.man/dk/dk/varebil.html","van.man","4"
"Vestjysk Bilhus A/S","7b8d7ae3-fdca-df11-9e98-0025b3e6b7d8","7730","http://www.vestjyskbiler.dk/","vestjyskbiler.dk","4"
"Bilhuset Jylland ApS","1e981f04-1b78-4644-a7fd-ed190636173d","20597","https://www.bilhusetjylland.dk/","bilhusetjylland.dk","4"
"Allan Hansen Automobiler A/S","e02471b5-ffca-df11-9e98-0025b3e6b7d8","2386","https://www.allan-hansen.dk/","allan-hansen.dk","4"
"OJ Erhvervsbiler A/S","39314136-fdca-df11-9e98-0025b3e6b7d8","2573","https://www.ojbiler.dk/","ojbiler.dk","4"
"Andersen Biler A/S - Energivej 2","b3b2502a-fdca-df11-9e98-0025b3e6b7d8","4996","https://www.andersenbiler.dk/","andersenbiler.dk","4"
"Falk Hjort Biler ApS","88a5fffd-1481-4dcf-840f-ec2edbaef59d","20424","https://www.falkhjort-biler.dk","falkhjort-biler.dk","4"
"Junges Automobiler","fbb1502a-fdca-df11-9e98-0025b3e6b7d8","2680","https://www.junges-automobiler.dk/","junges-automobiler.dk","4"
"Autocompany ApS","263cc3c9-0d5e-ea11-b2f4-0050568635ef","13005","https://autocompany.dk/","autocompany.dk","4"
"Langer Biler ApS","a2ecbf3a-c174-e111-a5b6-d8d385a4b8b6","10416","https://www.langerbiler.dk/","langerbiler.dk","4"
"JensenBiler","bad03b3c-fdca-df11-9e98-0025b3e6b7d8","5056","http://www.jensenbiler.dk/","jensenbiler.dk","4"
"Bent Pedersen AS","4a20c7a2-e263-e311-9f02-0050568635ef","10988","https://www.bent-pedersen.dk/","bent-pedersen.dk","4"
"MH Cars ApS","6ea5fc44-cc96-440b-8ef0-d194f3e1dfc6","20913",,"","4"
"HLT Service","53b6f06c-feca-df11-9e98-0025b3e6b7d8","11073","https://www.hltservice.com/","hltservice.com","4"
"P. Christensen A/S","422571b5-ffca-df11-9e98-0025b3e6b7d8","2439","https://pchristensenbrugtebiler.dk","pchristensenbrugtebiler.dk","4"
"Uggerhøj Hjørring A/S","58d9b7ab-fbd8-df11-a986-0025b3e6b7d8","3153","https://www.uggerhoej.dk","uggerhoej.dk","4"
"Beka Auto A/S","f30f3442-fdca-df11-9e98-0025b3e6b7d8","3805","https://www.beka-auto.dk/","beka-auto.dk","4"
"Uggerhøj A/S Frederikshavn","3ed9b7ab-fbd8-df11-a986-0025b3e6b7d8","3029","https://uggerhoej.dk/","uggerhoej.dk","4"
"Volkswagen Næstved","a92f5e64-f990-e911-b62c-0050568635ef","12757","https://www.vw-naestved.dk/","vw-naestved.dk","4"
"A. Boesenbæk A/S","6c2471b5-ffca-df11-9e98-0025b3e6b7d8","2332","https://www.boesenbaek.dk/","boesenbaek.dk","4"
"HANGAARD BILER ApS","54d2f777-fdca-df11-9e98-0025b3e6b7d8","7681","https://www.hangaardbiler.dk/","hangaardbiler.dk","4"
"Autohuset Vestergaard A/S","c6b1502a-fdca-df11-9e98-0025b3e6b7d8","2400","https://www.autohuset-vestergaard.dk","autohuset-vestergaard.dk","4"
"KeyCars I/S","486cdee4-4ecd-46fc-acd8-95fc41c4bca3","20923",,"","4"
"Bilhuset Thybo A/S","447a3637-feca-df11-9e98-0025b3e6b7d8","1885","https://www.bilhusetthybo.dk/","bilhusetthybo.dk","4"
"Next Mobility Tønder","73311f54-fdca-df11-9e98-0025b3e6b7d8","2089","https://www.vw-tonder.dk/","vw-tonder.dk","4"
"Hansen Biler Slagelse A/S","11fd452b-feca-df11-9e98-0025b3e6b7d8","8514","https://www.hansenbilerslagelse.dk/","hansenbilerslagelse.dk","4"
"Byens Autocenter Århus Power Leasing ApS","f05b7ac3-0948-41ff-9201-3b8069c99f0a","20946","https://Byens-autocenter.dk","byens-autocenter.dk","4"
"Aunsbjerg Aarhus","77181f3a-323a-e711-b515-0050568635ef","12049","https://www.aunsbjerg.com/brugte-biler/","aunsbjerg.com","4"
"Trio Biler ApS","c675174f-feca-df11-9e98-0025b3e6b7d8","1143","https://www.triobiler.dk/","triobiler.dk","4"
"H. I. Auto A/S","4af24830-fdca-df11-9e98-0025b3e6b7d8","1114","https://www.hiauto.dk/","hiauto.dk","3"
"Nellemann A/S - Ishøj","38e661fb-e35b-45b3-9d3d-e3d2797bed0d","20419","https://nellemann.dk","nellemann.dk","3"
"Bjergs Biler","caed5b3a-457b-e711-89c9-0050568635ef","12127","https://www.bjergsbiler.dk/","bjergsbiler.dk","3"
"Autocentralen Vejle A/S","a3d0ee15-b13e-eb11-bcc8-0050568635ef","13292","https://www.autocentralen.com","autocentralen.com","3"
"Auto-huset A/S-Peugeot Skive","04d9b7ab-fbd8-df11-a986-0025b3e6b7d8","2831","https://www.peugeot.dk/skive","peugeot.dk","3"
"Bredebro Automobiler ApS","03f47197-c619-eb11-bcc8-0050568635ef","13242","https://bredebro-automobiler.dk/","bredebro-automobiler.dk","3"
"Ejner Hessel Hjørring","59d9b7ab-fbd8-df11-a986-0025b3e6b7d8","8910","https://www.hessel.dk/","hessel.dk","3"
"Volkswagen Holbæk - en del af Semler Mobility","388ec690-f8d8-df11-a986-0025b3e6b7d8","1512","https://www.semlermobility.dk/find-bil/?brands=volkswagen&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=vw-holbæk","semlermobility.dk","3"
"Bilhuset Ronald Carlsen Odense A/S","5fa361c1-ffca-df11-9e98-0025b3e6b7d8","1938","https://www.ronaldcarlsen.dk/","ronaldcarlsen.dk","3"
"Automobilfirmaet E.V Laursen","ef3fbda5-fbd8-df11-a986-0025b3e6b7d8","2306","https://www.evlaursen.dk/","evlaursen.dk","3"
"Lønquist Auto Aps","65fa0d38-f9d8-df11-a986-0025b3e6b7d8","5507","http://www.loenquistauto.dk/","loenquistauto.dk","3"
"Bilcentrum Silkeborg ApS","1f657f31-fe1c-e211-bd40-d8d385a4b8b6","10624","http://www.silkeborgbilcentrum.dk/","silkeborgbilcentrum.dk","3"
"Car Deal ApS","97e99a0a-e60c-e011-90d0-0025b3e6b7d8","9375","https://www.cardeal.dk/","cardeal.dk","3"
"HAC Biler","62dd056e-67de-e711-85d4-0050568635ef","12248","http://www.hacbiler.dk/","hacbiler.dk","3"
"iCar Auto","a5e99a0a-e60c-e011-90d0-0025b3e6b7d8","9405","https://www.icarauto.dk/","icarauto.dk","3"
"A1 Biludlejning ApS","93c25b17-55c9-490b-8087-80fb2ab895af","22033",,"","3"
"E bil","72767cee-7317-eb11-bcc8-0050568635ef","13239",,"","3"
"Starmark – Kastrup","f01ed7cc-d1e8-4f62-8ba3-8f37ca17e87e","20610",,"","3"
"Wegener Biler","929d98ce-57cf-e711-85d4-0050568635ef","12235","https://www.wegener-biler.dk/","wegener-biler.dk","3"
"Storm","60c37de2-d7b8-e911-803c-0050568635ef","12799",,"","3"
"Gørløse Autoimport","ccf04830-fdca-df11-9e98-0025b3e6b7d8","4843","https://autoimport.dk/bilsalg","autoimport.dk","3"
"Skinbjerg Auto","d5f04830-fdca-df11-9e98-0025b3e6b7d8","2950","https://www.skinbjerg.dk/","skinbjerg.dk","3"
"Engrosbiler-Silkeborg","f3fcdf3a-765e-e311-9f02-0050568635ef","10984","https://www.engrosbilersilkeborg.dk/","engrosbilersilkeborg.dk","3"
"Karvil Biler A/S","b9f04830-fdca-df11-9e98-0025b3e6b7d8","1866","http://www.karvil-biler.dk/","karvil-biler.dk","3"
"Five Star Automotive ApS","cdd5a4bf-7a31-ec11-a3c3-0050568635ef","14590","https://fivestarauto.dk/","fivestarauto.dk","3"
"TF Biler","c1ce4748-2107-ec11-a3c3-0050568635ef","14538","https://www.tfbiler.dk/","tfbiler.dk","3"
"MQM Biler ApS","4b8cb7dc-e8bb-e311-b886-0050568635ef","11090","https://www.mqmbiler.dk/","mqmbiler.dk","3"
"Ocbilsalg I/S","9670ba31-c3bc-e311-b886-0050568635ef","11373","https://www.ocbilsalg.dk/","ocbilsalg.dk","3"
"Storgaard Biler & Forza Leasing Bramming","94b1502a-fdca-df11-9e98-0025b3e6b7d8","2171","http://www.storgaardbiler.dk/","storgaardbiler.dk","3"
"Car Vendor ApS","85d35b01-c0fe-4bde-8d79-137872a4c0d1","20649","https://www.carvendor.dk/","carvendor.dk","3"
"Egå Bilhus Aps","83c1cf65-8826-e311-9f02-0050568635ef","10910","https://www.egaabilhus.dk/","egaabilhus.dk","3"
"Schønemann & Brodersen Biler A/S","1a07145b-1221-e311-9f01-0050568635ef","10900","https://www.sbbiler.dk/","sbbiler.dk","3"
"C.C Autohus ApS","ea530fa7-29c4-4330-82ce-2cc68fa9092b","20454","https://www.ccautohus.dk","ccautohus.dk","3"
"Bjørn Canings Eftf. A/S","77708dbe-af50-41ca-824b-31cc58f4d7e6","20771","https://www.skoda-brondby.dk","skoda-brondby.dk","3"
"Benchmark Biler ApS","7e607b45-8ce8-e611-b515-0050568635ef","11935","http://www.benchmarkbiler.dk/","benchmarkbiler.dk","3"
"Højbogaard Biler","03afb11b-fac8-e611-b515-0050568635ef","11902","https://www.hbg.dk/","hbg.dk","3"
"Thybo Biler","0eb2502a-fdca-df11-9e98-0025b3e6b7d8","6542","https://www.thybo-biler.dk/","thybo-biler.dk","3"
"Lease Danmark ApS","56fda5e5-c55d-e411-b028-0050568635ef","11235","http://www.leasedanmark.dk/kontakt","leasedanmark.dk","3"
"Greve Autohus ApS","9bb9294a-981a-4272-b5d5-33c52edd8d8a","20303",,"","3"
"Go biler","2b879329-ef42-456d-926f-33e7f285f2ac","20046","https://www.go-biler.dk/","go-biler.dk","3"
"Hende's Auto","d9b2502a-fdca-df11-9e98-0025b3e6b7d8","1639","https://www.hendesauto.dk/","hendesauto.dk","3"
"Koldingvejens Automobiler ApS.","3fc04f83-8753-e811-aa8d-0050568635ef","12382","http://www.kvautomobiler.dk/","kvautomobiler.dk","3"
"Autohuset Silkeborg","a1bcc4ed-4441-e811-aa0c-0050568635ef","12362","https://www.autohusetsilkeborg.dk/","autohusetsilkeborg.dk","3"
"Fuglholt Biler ApS","3ac64a6b-9137-ea11-a9bc-0050568635ef","12952","https://www.fuglholt-biler.dk/","fuglholt-biler.dk","3"
"Via Biler A/S - Polestar Space Aarhus","dbcecaa1-72a3-4869-b1b6-f2141853b2d0","20279","https://www.viabiler.dk/","viabiler.dk","3"
"Skjold Hansen Biler ApS","fde6bd14-afab-43f9-b47a-681bb2fc504f","20625","https://www.skjoldhansenbiler.dk","skjoldhansenbiler.dk","3"
"Damkjers Biler ApS","67aee903-b9fa-e711-92c0-0050568635ef","12281","https://www.damkjers.dk/","damkjers.dk","3"
"Bil Odense","00a3ccbe-d095-ea11-ba64-0050568635ef","13065","https://www.bilodense.dk","bilodense.dk","3"
"Hassel Auto","ade8d874-9f9b-4ac7-8787-628df1dfad7d","20085",,"","3"
"Bilhuset Nova ApS","da48e445-ed9c-e511-bab4-0050568635ef","11556","https://www.bilhusetnova.dk/","bilhusetnova.dk","3"
"Mauris Biler - Hvidovre","2b25bbf9-e2b7-4289-815a-79646d363b38","20219",,"","3"
"CH Bilhus ApS","a79a56d8-9e8d-ec11-a3c3-0050568649c9","14662","https://www.chbilhus.dk/","chbilhus.dk","3"
"Autohuset Laursen","6e2d1a27-07bd-ea11-bcc8-0050568635ef","13114",,"","3"
"EG Biler","fa4add51-be70-e511-8df6-0050568635ef","11510","http://www.egbiler.dk","egbiler.dk","3"
"Bilcentralen Aarhus","6a16feec-775a-48f5-aa26-01813065b974","22139",,"","3"
"Herlev Billand","54489a41-50e1-e511-8bbb-0050568635ef","11652",,"","3"
